KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K18896,2.202951162,0.793245309,0.94020893,0.843690465,0.398842397,0.786525673
K18898,4.154868218,-5.373211897,1.351157053,-3.976748584,6.99E-05,0.004924205
K18904,2.025554163,6.539560051,4.843292507,1.35023025,0.176942138,0.556011209
K18906,7.125765948,0,4.98008961,0,1,1
K18907,3.952164808,0.842100449,3.0057121,0.280166703,NA,NA
K18908,304.4304848,0.140180831,0.452934995,0.30949437,0.756945494,1
K18909,73.75385488,0.702843186,0.394991149,1.779389709,0.075175892,0.366975461
K18910,35.30186609,-0.774686382,0.619973804,-1.249546959,0.211465089,0.605794874
K18912,1.752734403,1.818076178,1.198835256,1.516535461,0.129384011,0.482181481
K18918,3.363671988,0.994344796,0.866940148,1.146958989,0.251398571,0.652265463
K18923,1.401138151,0.722983915,1.408215304,0.513404387,0.607668478,0.938506662
K18924,11.72987506,-0.8804775,3.305357087,-0.266378935,0.789947387,1
K18925,11.2879487,-0.594902564,3.328416637,-0.178734404,0.858146254,1
K18926,306.2323191,0.857937916,0.465539818,1.842888368,0.065345311,0.344241793
K18928,76.29261935,0.010504846,0.5856691,0.017936486,0.985689522,1
K18929,92.28920932,0.622545668,0.528020548,1.179017881,0.238391056,0.633273651
K18930,29.8612608,-0.413063673,0.79063504,-0.522445442,0.601360224,0.935805327
K18934,6.785673286,0,4.98008961,0,1,1
K18935,6.867287036,0,4.98008961,0,1,1
K18936,144.8473361,0.671923965,0.71970159,0.933614673,0.350502693,0.745862573
K18940,78.93372158,0.589411516,0.58059628,1.015183074,0.310018567,0.714239406
K18941,55.33194712,0.564093337,0.635416106,0.887754232,0.374672967,0.767750922
K18954,507.5215306,-0.764759364,0.555194146,-1.377462946,0.168369163,0.543246361
K18955,28.4517963,1.423626262,1.443296016,0.986371642,0.323950775,0.721695242
K18959,3.825497057,-0.483908111,1.248652412,-0.387544289,0.698353304,0.981729129
K18962,1.912121811,-4.323119838,1.350437784,-3.201272869,0.001368219,0.031779995
K18967,19.65922335,0,2.321085608,0,1,1
K18979,178.803485,-0.333062826,0.745897606,-0.446526204,0.655217189,0.959806938
K18986,104.0584114,0.119301637,0.655767978,0.181926598,0.855640331,1
K18997,5.91862981,0,4.646621674,0,1,1
K19002,115.7562027,0.7921581,0.269499067,2.939372329,0.003288777,0.056968312
K19003,25.0890796,1.586161231,0.640309835,2.47717768,0.013242596,0.13399524
K19005,294.6786111,-0.195794057,0.232475169,-0.842214927,0.39966766,0.787393443
K19046,12.90393196,-0.644624187,0.829487292,-0.7771357,0.437078713,0.816999442
K19048,122.1568533,0.063149433,0.707578746,0.089247216,0.928885442,1
K19049,6.529231087,-4.938940673,1.252804449,-3.942307738,8.07E-05,0.005562412
K19050,3.280930423,-4.966675199,1.360542805,-3.650510061,0.00026172,0.011530591
K19051,2.075529196,-4.27963929,1.311361819,-3.263507621,0.001100422,0.026937282
K19052,10.20900917,-6.646456243,1.25230067,-5.307396541,1.11E-07,5.68E-05
K19055,145.4811288,-0.311655538,0.585004254,-0.532740635,0.594213133,0.932492625
K19068,36.9154604,-0.771131607,0.310698199,-2.481931373,0.013067244,0.133881938
K19075,8.88249892,-0.52547258,0.713713887,-0.736251024,0.461577946,0.837519149
K19078,6.568520137,0,4.98008961,0,1,1
K19081,79.53214686,-0.012151008,0.453833843,-0.026774133,0.978639884,1
K19082,127.8488652,0.28115658,0.334848124,0.83965404,0.40110239,0.788311268
K19088,7.093291843,-0.146524122,0.855459444,-0.171281202,0.864002661,1
K19090,8.878839812,-0.475226227,0.750311533,-0.633371882,0.526490823,0.88717827
K19091,13.86879234,-0.26998617,0.640535921,-0.421500436,0.673389693,0.967356001
K19092,243.7039271,-0.496270762,0.513961328,-0.965579966,0.334254404,0.732228739
K19114,4.929350835,-1.053464357,1.230669672,-0.856009034,0.391992783,0.782384252
K19115,15.28169236,-0.897947291,0.854961147,-1.050278477,0.293590098,0.698600884
K19116,5.999096943,-0.848890845,1.165635932,-0.728264136,0.466451912,0.84039463
K19117,70.97534884,-0.60869165,0.323269561,-1.882922872,0.059710821,0.330308304
K19118,73.01261678,-0.595569376,0.294769655,-2.020456879,0.043336019,0.279428461
K19119,72.13343316,-0.435952704,0.315047475,-1.383768281,0.166429418,0.539495081
K19123,17.25469636,-0.816760353,0.819191288,-0.997032519,0.318748726,0.716349744
K19124,13.2963699,-1.055871408,0.817109174,-1.292203591,0.196286649,0.583153939
K19125,12.6631139,-0.793630098,0.798625608,-0.993744865,0.320347094,0.71677692
K19126,13.42672461,-0.760631441,0.867442346,-0.876866855,0.380558961,0.772364021
K19134,15.98380884,-1.300801183,1.117159795,-1.164382382,0.244269084,0.642143
K19137,42.07323283,1.208463083,0.848199085,1.424739904,0.1542324,0.524751647
K19138,2.340983758,-0.702250133,1.18996557,-0.590143237,0.555094624,0.905156291
K19139,2.221388727,-1.575859942,1.299127363,-1.213014203,0.22512439,0.619736369
K19140,0.826110224,-1.722382776,1.610395189,-1.069540438,0.284826218,0.687349219
K19147,42.99165148,0.325298209,0.897159529,0.362586807,0.716913567,0.990785214
K19156,22.12620658,-0.195274433,0.606278254,-0.322087147,0.747386675,1
K19157,313.2720624,-0.674192635,0.594893706,-1.133299326,0.257088575,0.658033549
K19158,520.8792951,-1.282790892,0.941075123,-1.363112105,0.172847182,0.549455117
K19159,175.4591976,-0.701219124,1.063157852,-0.659562569,0.509534582,0.87446573
K19165,8.102352419,-0.543974052,0.928685617,-0.585746179,0.558046096,0.906663711
K19166,48.64273336,-3.722374778,0.624441752,-5.961124102,2.51E-09,2.56E-06
K19167,99.00516987,1.091449408,0.565978095,1.928430478,0.053801604,0.312291273
K19168,5.537405314,0,4.98008961,0,1,1
K19169,51.15848794,-0.532276751,0.533138556,-0.998383526,0.318093419,0.716060515
K19170,24.68546658,-0.387059075,0.648147812,-0.597177169,0.550389101,0.90307972
K19171,102.5328007,-1.239871239,0.357898428,-3.464310377,0.000531593,0.017812715
K19172,80.34739683,-0.915187415,0.229554461,-3.986798652,6.70E-05,0.0048031
K19173,8.090637847,1.70758225,1.445736318,1.181115967,0.237556658,0.632964315
K19174,8.226404441,1.691746689,1.565370412,1.080732506,0.279816119,0.682510916
K19175,23.37554265,0.090733004,0.420532557,0.215757383,0.82917687,1
K19181,2.690555025,-5.02968343,1.308221708,-3.844672046,0.000120714,0.007156469
K19200,20.53035183,0.604430868,0.751331081,0.804480053,0.421119785,0.806059847
K19221,57.54769748,-0.63805386,0.705977472,-0.903787849,0.366107906,0.759322588
K19222,79.28919797,0.007350142,0.542428571,0.013550433,0.98918865,1
K19223,38.30251346,2.471773892,1.587756347,1.556771539,0.119524737,0.463737051
K19225,158.9295864,0.361473329,0.269758564,1.339988333,0.180249138,0.559497704
K19244,15.65152846,-0.622953338,0.558103181,-1.116197434,0.264337633,0.66370085
