sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF64,MMF.16S.123_HF64,5266,RC-ABX,RC,2,rec_wk1,14.5,1.5,1.5,0,A1,C1,22442,14743,13860,June_2021,ABX,,,RC
HF65,MMF.16S.123_HF65,5267,RC-ABX,RC,2,rec_wk1,14.5,1.5,1.5,0,A1,C1,20440,15584,15165,June_2021,ABX,,,RC
HF66,MMF.16S.123_HF66,5734,RC-ABX,RC,2,rec_wk1,14.5,1.5,1.5,0,A1,C1,10854,8031,7718,June_2021,ABX,,,RC
HF67,MMF.16S.124_HF67,5733,WD-ABX,WD,3,rec_wk1,14.5,1.5,1.5,0,A1,C1,89340,84372,84123,June_2021,ABX,,,WD
HF68,MMF.16S.124_HF68,5568,WD-ABX,WD,3,rec_wk1,14.5,1.5,1.5,0,A1,C1,38571,36144,35971,June_2021,ABX,,,WD
HF69,MMF.16S.124_HF69,5569,WD-ABX,WD,3,rec_wk1,14.5,1.5,1.5,0,A1,C1,34384,32395,32294,June_2021,ABX,,,WD
HF70,MMF.16S.124_HF70,5264,WD-ABX,WD,4,rec_wk1,14.5,1.5,1.5,0,A1,C1,62811,59267,58926,June_2021,ABX,,,WD
HF71,MMF.16S.124_HF71,5265,WD-ABX,WD,4,rec_wk1,14.5,1.5,1.5,0,A1,C1,38678,33339,33157,June_2021,ABX,,,WD
HF72,MMF.16S.124_HF72,5732,WD-ABX,WD,4,rec_wk1,14.5,1.5,1.5,0,A1,C1,73933,69986,69659,June_2021,ABX,,,WD
HF73,MMF.16S.124_HF73,5735,RC-ABX,RC,1,rec_wk1,15,2,2,0,A1,C1,29112,24914,23910,June_2021,ABX,,,RC
HF74,MMF.16S.124_HF74,5570,RC-ABX,RC,1,rec_wk1,15,2,2,0,A1,C1,127082,106438,104787,June_2021,ABX,,,RC
HF75,MMF.16S.124_HF75,5571,RC-ABX,RC,1,rec_wk1,15,2,2,0,A1,C1,75887,63568,61857,June_2021,ABX,,,RC
HF76,MMF.16S.124_HF76,5266,RC-ABX,RC,2,rec_wk1,15,2,2,0,A1,C1,72314,61831,58894,June_2021,ABX,,,RC
HF77,MMF.16S.124_HF77,5267,RC-ABX,RC,2,rec_wk1,15,2,2,0,A1,C1,44377,37299,36685,June_2021,ABX,,,RC
HF78,MMF.16S.124_HF78,5734,RC-ABX,RC,2,rec_wk1,15,2,2,0,A1,C1,79409,66520,65046,June_2021,ABX,,,RC
HF79,MMF.16S.124_HF79,5733,WD-ABX,WD,3,rec_wk1,15,2,2,0,A1,C1,8410,6283,6265,June_2021,ABX,,,WD
HF80,MMF.16S.124_HF80,5568,WD-ABX,WD,3,rec_wk1,15,2,2,0,A1,C1,95926,90554,90301,June_2021,ABX,,,WD
HF81,MMF.16S.124_HF81,5569,WD-ABX,WD,3,rec_wk1,15,2,2,0,A1,C1,71683,68606,68320,June_2021,ABX,,,WD
HF82,MMF.16S.124_HF82,5264,WD-ABX,WD,4,rec_wk1,15,2,2,0,A1,C1,95587,90673,90222,June_2021,ABX,,,WD
HF83,MMF.16S.124_HF83,5265,WD-ABX,WD,4,rec_wk1,15,2,2,0,A1,C1,90909,86237,85901,June_2021,ABX,,,WD
HF84,MMF.16S.124_HF84,5732,WD-ABX,WD,4,rec_wk1,15,2,2,0,A1,C1,54725,52013,51850,June_2021,ABX,,,WD
HF85,MMF.16S.124_HF85,5735,RC-ABX,RC,1,rec_wk1,16,3,3,0,A1,C1,63544,57098,56836,June_2021,ABX,,,RC
HF86,MMF.16S.124_HF86,5570,RC-ABX,RC,1,rec_wk1,16,3,3,0,A1,C1,80463,70178,70037,June_2021,ABX,,,RC
HF87,MMF.16S.124_HF87,5571,RC-ABX,RC,1,rec_wk1,16,3,3,0,A1,C1,46450,40598,40543,June_2021,ABX,,,RC
HF88,MMF.16S.124_HF88,5266,RC-ABX,RC,2,rec_wk1,16,3,3,0,A1,C1,54168,46935,46189,June_2021,ABX,,,RC
HF89,MMF.16S.124_HF89,5267,RC-ABX,RC,2,rec_wk1,16,3,3,0,A1,C1,86134,76226,73203,June_2021,ABX,,,RC
HF90,MMF.16S.124_HF90,5734,RC-ABX,RC,2,rec_wk1,16,3,3,0,A1,C1,69727,59514,56296,June_2021,ABX,,,RC
HF91,MMF.16S.124_HF91,5733,WD-ABX,WD,3,rec_wk1,16,3,3,0,A1,C1,71065,66861,66715,June_2021,ABX,,,WD
HF92,MMF.16S.124_HF92,5568,WD-ABX,WD,3,rec_wk1,16,3,3,0,A1,C1,55456,52596,52493,June_2021,ABX,,,WD
HF93,MMF.16S.124_HF93,5569,WD-ABX,WD,3,rec_wk1,16,3,3,0,A1,C1,39781,37378,37118,June_2021,ABX,,,WD
HF94,MMF.16S.124_HF94,5264,WD-ABX,WD,4,rec_wk1,16,3,3,0,A1,C1,53677,50102,50027,June_2021,ABX,,,WD
HF95,MMF.16S.124_HF95,5265,WD-ABX,WD,4,rec_wk1,16,3,3,0,A1,C1,90454,86361,85980,June_2021,ABX,,,WD
HF96,MMF.16S.124_HF96,5732,WD-ABX,WD,4,rec_wk1,16,3,3,0,A1,C1,46909,44084,43953,June_2021,ABX,,,WD
HF100,MMF.16S.124_HF100,5266,RC-ABX,RC,2,rec_wk1,17,4,4,0,A1,C1,38806,34161,29680,June_2021,ABX,,,RC
HF101,MMF.16S.124_HF101,5267,RC-ABX,RC,2,rec_wk1,17,4,4,0,A1,C1,97875,80479,74836,June_2021,ABX,,,RC
HF102,MMF.16S.124_HF102,5734,RC-ABX,RC,2,rec_wk1,17,4,4,0,A1,C1,80157,60832,55527,June_2021,ABX,,,RC
HF103,MMF.16S.124_HF103,5733,WD-ABX,WD,3,rec_wk1,17,4,4,0,A1,C1,71309,67129,67005,June_2021,ABX,,,WD
HF104,MMF.16S.124_HF104,5568,WD-ABX,WD,3,rec_wk1,17,4,4,0,A1,C1,31070,29565,29459,June_2021,ABX,,,WD
HF105,MMF.16S.124_HF105,5569,WD-ABX,WD,3,rec_wk1,17,4,4,0,A1,C1,67425,62815,62528,June_2021,ABX,,,WD
HF106,MMF.16S.124_HF106,5264,WD-ABX,WD,4,rec_wk1,17,4,4,0,A1,C1,50671,47757,47499,June_2021,ABX,,,WD
HF107,MMF.16S.124_HF107,5265,WD-ABX,WD,4,rec_wk1,17,4,4,0,A1,C1,41319,39620,39508,June_2021,ABX,,,WD
HF108,MMF.16S.124_HF108,5732,WD-ABX,WD,4,rec_wk1,17,4,4,0,A1,C1,78244,74465,74194,June_2021,ABX,,,WD
HF97,MMF.16S.124_HF97,5735,RC-ABX,RC,1,rec_wk1,17,4,4,0,A1,C1,99076,88760,84244,June_2021,ABX,,,RC
HF98,MMF.16S.124_HF98,5570,RC-ABX,RC,1,rec_wk1,17,4,4,0,A1,C1,33469,29898,26766,June_2021,ABX,,,RC
HF99,MMF.16S.124_HF99,5571,RC-ABX,RC,1,rec_wk1,17,4,4,0,A1,C1,67957,60972,56903,June_2021,ABX,,,RC
HF109,MMF.16S.124_HF109,5735,RC-ABX,RC,1,rec_wk1,18,5,5,0,A1,C1,22037,18751,17211,June_2021,ABX,,,RC
HF110,MMF.16S.124_HF110,5570,RC-ABX,RC,1,rec_wk1,18,5,5,0,A1,C1,47325,40103,37019,June_2021,ABX,,,RC
HF111,MMF.16S.124_HF111,5571,RC-ABX,RC,1,rec_wk1,18,5,5,0,A1,C1,89706,76181,70242,June_2021,ABX,,,RC
HF112,MMF.16S.124_HF112,5266,RC-ABX,RC,2,rec_wk1,18,5,5,0,A1,C1,80176,70412,64746,June_2021,ABX,,,RC
HF113,MMF.16S.124_HF113,5267,RC-ABX,RC,2,rec_wk1,18,5,5,0,A1,C1,53319,47694,40291,June_2021,ABX,,,RC
HF114,MMF.16S.124_HF114,5734,RC-ABX,RC,2,rec_wk1,18,5,5,0,A1,C1,108357,96550,83616,June_2021,ABX,,,RC
HF115,MMF.16S.124_HF115,5733,WD-ABX,WD,3,rec_wk1,18,5,5,0,A1,C1,86576,81908,81420,June_2021,ABX,,,WD
HF116,MMF.16S.124_HF116,5568,WD-ABX,WD,3,rec_wk1,18,5,5,0,A1,C1,30190,29206,29099,June_2021,ABX,,,WD
HF117,MMF.16S.124_HF117,5569,WD-ABX,WD,3,rec_wk1,18,5,5,0,A1,C1,84886,80920,80632,June_2021,ABX,,,WD
HF118,MMF.16S.124_HF118,5264,WD-ABX,WD,4,rec_wk1,18,5,5,0,A1,C1,34398,31929,31363,June_2021,ABX,,,WD
HF119,MMF.16S.124_HF119,5265,WD-ABX,WD,4,rec_wk1,18,5,5,0,A1,C1,43875,41866,41752,June_2021,ABX,,,WD
HF120,MMF.16S.124_HF120,5732,WD-ABX,WD,4,rec_wk1,18,5,5,0,A1,C1,1535,1457,1446,June_2021,ABX,,,WD
HF121,MMF.16S.124_HF121,5735,RC-ABX,RC,1,rec_wk1,19,6,6,0,A1,C1,65038,57388,54180,June_2021,ABX,,,RC
HF122,MMF.16S.124_HF122,5570,RC-ABX,RC,1,rec_wk1,19,6,6,0,A1,C1,35380,29217,27863,June_2021,ABX,,,RC
HF123,MMF.16S.124_HF123,5571,RC-ABX,RC,1,rec_wk1,19,6,6,0,A1,C1,81165,67070,61530,June_2021,ABX,,,RC
HF124,MMF.16S.124_HF124,5266,RC-ABX,RC,2,rec_wk1,19,6,6,0,A1,C1,13964,10937,10154,June_2021,ABX,,,RC
HF125,MMF.16S.124_HF125,5267,RC-ABX,RC,2,rec_wk1,19,6,6,0,A1,C1,22509,18946,16510,June_2021,ABX,,,RC
HF126,MMF.16S.124_HF126,5734,RC-ABX,RC,2,rec_wk1,19,6,6,0,A1,C1,111633,96315,84924,June_2021,ABX,,,RC
HF127,MMF.16S.124_HF127,5733,WD-ABX,WD,3,rec_wk1,19,6,6,0,A1,C1,56392,53848,53671,June_2021,ABX,,,WD
HF128,MMF.16S.124_HF128,5568,WD-ABX,WD,3,rec_wk1,19,6,6,0,A1,C1,59733,56985,56831,June_2021,ABX,,,WD
HF129,MMF.16S.124_HF129,5569,WD-ABX,WD,3,rec_wk1,19,6,6,0,A1,C1,69912,65747,65618,June_2021,ABX,,,WD
HF131,MMF.16S.124_HF131,5265,WD-ABX,WD,4,rec_wk1,19,6,6,0,A1,C1,44478,42432,42317,June_2021,ABX,,,WD
HF132,MMF.16S.133_HF132,5732,WD-ABX,WD,4,rec_wk1,19,6,6,0,A1,C1,30394,28910,21722,June_2021,ABX,,,WD
HF133,MMF.16S.133_HF133,5735,RC-ABX,RC,1,rec_wk1,20,7,7,0,A1,C1,30339,28010,24437,June_2021,ABX,,,RC
HF134,MMF.16S.133_HF134,5570,RC-ABX,RC,1,rec_wk1,20,7,7,0,A1,C1,45526,40434,34556,June_2021,ABX,,,RC
HF135,MMF.16S.133_HF135,5571,RC-ABX,RC,1,rec_wk1,20,7,7,0,A1,C1,44068,39467,30873,June_2021,ABX,,,RC
HF136,MMF.16S.133_HF136,5266,RC-ABX,RC,2,rec_wk1,20,7,7,0,A1,C1,32124,29156,25676,June_2021,ABX,,,RC
HF137,MMF.16S.133_HF137,5267,RC-ABX,RC,2,rec_wk1,20,7,7,0,A1,C1,29503,25816,22694,June_2021,ABX,,,RC
HF138,MMF.16S.133_HF138,5734,RC-ABX,RC,2,rec_wk1,20,7,7,0,A1,C1,8477,6767,5804,June_2021,ABX,,,RC
HF139,MMF.16S.133_HF139,5733,WD-ABX,WD,3,rec_wk1,20,7,7,0,A1,C1,49311,46846,45940,June_2021,ABX,,,WD
HF140,MMF.16S.133_HF140,5568,WD-ABX,WD,3,rec_wk1,20,7,7,0,A1,C1,61188,58218,56536,June_2021,ABX,,,WD
HF141,MMF.16S.133_HF141,5569,WD-ABX,WD,3,rec_wk1,20,7,7,0,A1,C1,36726,35001,34754,June_2021,ABX,,,WD
HF142,MMF.16S.133_HF142,5264,WD-ABX,WD,4,rec_wk1,20,7,7,0,A1,C1,47147,45463,45071,June_2021,ABX,,,WD
HF143,MMF.16S.133_HF143,5265,WD-ABX,WD,4,rec_wk1,20,7,7,0,A1,C1,21767,20943,20761,June_2021,ABX,,,WD
HF144,MMF.16S.133_HF144,5732,WD-ABX,WD,4,rec_wk1,20,7,7,0,A1,C1,77567,74291,72850,June_2021,ABX,,,WD
HF145,MMF.16S.133_HF145,5735,RC-ABX,RC,1,rec_wk1,21,8,8,0,A1,C1,30901,27321,24702,June_2021,ABX,,,RC
HF146,MMF.16S.133_HF146,5570,RC-ABX,RC,1,rec_wk1,21,8,8,0,A1,C1,75556,63972,55103,June_2021,ABX,,,RC
HF147,MMF.16S.133_HF147,5571,RC-ABX,RC,1,rec_wk1,21,8,8,0,A1,C1,20461,18328,14263,June_2021,ABX,,,RC
HF148,MMF.16S.133_HF148,5266,RC-ABX,RC,2,rec_wk1,21,8,8,0,A1,C1,48605,45032,40085,June_2021,ABX,,,RC
HF149,MMF.16S.133_HF149,5267,RC-ABX,RC,2,rec_wk1,21,8,8,0,A1,C1,64036,58068,51592,June_2021,ABX,,,RC
HF150,MMF.16S.133_HF150,5734,RC-ABX,RC,2,rec_wk1,21,8,8,0,A1,C1,54401,49132,44677,June_2021,ABX,,,RC
HF151,MMF.16S.133_HF151,5733,WD-ABX,WD,3,rec_wk1,21,8,8,0,A1,C1,34824,33102,32231,June_2021,ABX,,,WD
HF152,MMF.16S.133_HF152,5568,WD-ABX,WD,3,rec_wk1,21,8,8,0,A1,C1,19103,18196,17659,June_2021,ABX,,,WD
HF153,MMF.16S.133_HF153,5569,WD-ABX,WD,3,rec_wk1,21,8,8,0,A1,C1,35393,33308,32993,June_2021,ABX,,,WD
HF154,MMF.16S.133_HF154,5264,WD-ABX,WD,4,rec_wk1,21,8,8,0,A1,C1,39314,37909,37115,June_2021,ABX,,,WD
HF155,MMF.16S.133_HF155,5265,WD-ABX,WD,4,rec_wk1,21,8,8,0,A1,C1,24595,22078,21726,June_2021,ABX,,,WD
HF156,MMF.16S.133_HF156,5732,WD-ABX,WD,4,rec_wk1,21,8,8,0,A1,C1,61117,58635,56955,June_2021,ABX,,,WD
HF489,MMF.16S.191_HF489,1946,WD-ABX,WD,6067917,rec_wk1,53,1,1,4,A1,C2,25210,23283,23078,Jan_2022,ABX,,,WD
HF491,MMF.16S.191_HF491,1953,RC-ABX,RC,6067918,rec_wk1,53,1,1,4,A1,C2,7583,6684,6591,Jan_2022,ABX,,,RC
HF497,MMF.16S.191_HF497,1946,WD-ABX,WD,6067917,rec_wk1,54,2,2,4,A1,C2,34004,31423,31216,Jan_2022,ABX,,,WD
HF499,MMF.16S.191_HF499,1953,RC-ABX,RC,6067918,rec_wk1,54,2,2,4,A1,C2,58531,52945,49636,Jan_2022,ABX,,,RC
HF505,MMF.16S.191_HF505,1946,WD-ABX,WD,6067917,rec_wk1,55,3,3,4,A1,C2,18674,17956,17912,Jan_2022,ABX,,,WD
HF507,MMF.16S.191_HF507,1953,RC-ABX,RC,6067918,rec_wk1,55,3,3,4,A1,C2,106166,98207,95777,Jan_2022,ABX,,,RC
HF513,MMF.16S.191_HF513,1946,WD-ABX,WD,6067917,rec_wk1,56,4,4,4,A1,C2,3334,3136,3123,Jan_2022,ABX,,,WD
HF515,MMF.16S.191_HF515,1953,RC-ABX,RC,6067918,rec_wk1,56,4,4,4,A1,C2,61023,54301,53690,Jan_2022,ABX,,,RC
HF521,MMF.16S.191_HF521,1946,WD-ABX,WD,6067917,rec_wk1,57,5,5,4,A1,C2,29283,27805,27677,Jan_2022,ABX,,,WD
HF523,MMF.16S.191_HF523,1953,RC-ABX,RC,6067918,rec_wk1,57,5,5,4,A1,C2,96665,86566,82706,Jan_2022,ABX,,,RC
HF537,MMF.16S.191_HF537,1946,WD-ABX,WD,6067917,rec_wk1,59,7,7,4,A1,C2,105491,100960,98959,Jan_2022,ABX,,,WD
HF539,MMF.16S.191_HF539,1953,RC-ABX,RC,6067918,rec_wk1,59,7,7,4,A1,C2,88372,80273,74053,Jan_2022,ABX,,,RC
HF541,MMF.16S.191_HF541,1958,WD-PBS,WD,5893645,rec_wk1,59,7,7,4,A1,C2,89281,78895,68988,Jan_2022,PBS,,,WD
HF543,MMF.16S.191_HF543,1964,RC-PBS,RC,5893646,rec_wk1,59,7,7,4,A1,C2,30028,26453,23293,Jan_2022,PBS,,,RC
HF1181,MMF.16S.192_HF1181,1999,RC-ABX,RC,6072207,rec_wk1,53,1,1,4,A1,C3,9056,7245,7077,Jan_2022,ABX,,,RC
HF1184,MMF.16S.192_HF1184,1516,WD-ABX,WD,6072208,rec_wk1,53,1,1,4,A1,C3,91571,86312,84479,Jan_2022,ABX,,,WD
HF1186,MMF.16S.192_HF1186,1507,RC-ABX,RC,6072209,rec_wk1,53,1,1,4,A1,C3,35031,26477,26207,Jan_2022,ABX,,,RC
HF1187,MMF.16S.192_HF1187,1543,RC-ABX,RC,6072209,rec_wk1,53,1,1,4,A1,C3,2126,1490,1400,Jan_2022,ABX,,,RC
HF1189,MMF.16S.192_HF1189,1512,WD-ABX,WD,6072210,rec_wk1,53,1,1,4,A1,C3,22093,20069,19807,Jan_2022,ABX,,,WD
HF1190,MMF.16S.192_HF1190,1504,WD-ABX,WD,6072210,rec_wk1,53,1,1,4,A1,C3,37207,34866,34654,Jan_2022,ABX,,,WD
HF1205,MMF.16S.192_HF1205,1999,RC-ABX,RC,6072207,rec_wk1,54,2,2,4,A1,C3,6847,5492,5344,Jan_2022,ABX,,,RC
HF1208,MMF.16S.192_HF1208,1516,WD-ABX,WD,6072208,rec_wk1,54,2,2,4,A1,C3,104491,99215,96580,Jan_2022,ABX,,,WD
HF1210,MMF.16S.193_HF1210,1507,RC-ABX,RC,6072209,rec_wk1,54,2,2,4,A1,C3,13927,10682,10375,Jan_2022,ABX,,,RC
HF1211,MMF.16S.193_HF1211,1543,RC-ABX,RC,6072209,rec_wk1,54,2,2,4,A1,C3,33561,24429,23978,Jan_2022,ABX,,,RC
HF1213,MMF.16S.193_HF1213,1512,WD-ABX,WD,6072210,rec_wk1,54,2,2,4,A1,C3,47971,43905,43650,Jan_2022,ABX,,,WD
HF1214,MMF.16S.193_HF1214,1504,WD-ABX,WD,6072210,rec_wk1,54,2,2,4,A1,C3,87413,79413,78218,Jan_2022,ABX,,,WD
HF1229,MMF.16S.193_HF1229,1999,RC-ABX,RC,6072207,rec_wk1,55,3,3,4,A1,C3,14520,9511,9120,Jan_2022,ABX,,,RC
HF1232,MMF.16S.193_HF1232,1516,WD-ABX,WD,6072208,rec_wk1,55,3,3,4,A1,C3,77314,69904,69576,Jan_2022,ABX,,,WD
HF1234,MMF.16S.193_HF1234,1507,RC-ABX,RC,6072209,rec_wk1,55,3,3,4,A1,C3,1137,908,770,Jan_2022,ABX,,,RC
HF1237,MMF.16S.193_HF1237,1512,WD-ABX,WD,6072210,rec_wk1,55,3,3,4,A1,C3,66770,61952,61656,Jan_2022,ABX,,,WD
HF1238,MMF.16S.193_HF1238,1504,WD-ABX,WD,6072210,rec_wk1,55,3,3,4,A1,C3,59469,54884,54561,Jan_2022,ABX,,,WD
HF1253,MMF.16S.193_HF1253,1999,RC-ABX,RC,6072207,rec_wk1,56,4,4,4,A1,C3,92014,78456,78411,Jan_2022,ABX,,,RC
HF1256,MMF.16S.193_HF1256,1516,WD-ABX,WD,6072208,rec_wk1,56,4,4,4,A1,C3,73260,67662,64159,Jan_2022,ABX,,,WD
HF1258,MMF.16S.193_HF1258,1507,RC-ABX,RC,6072209,rec_wk1,56,4,4,4,A1,C3,5035,2561,2548,Jan_2022,ABX,,,RC
HF1259,MMF.16S.193_HF1259,1543,RC-ABX,RC,6072209,rec_wk1,56,4,4,4,A1,C3,117438,99789,99570,Jan_2022,ABX,,,RC
HF1261,MMF.16S.193_HF1261,1512,WD-ABX,WD,6072210,rec_wk1,56,4,4,4,A1,C3,63624,59583,59228,Jan_2022,ABX,,,WD
HF1262,MMF.16S.193_HF1262,1504,WD-ABX,WD,6072210,rec_wk1,56,4,4,4,A1,C3,64311,59041,58713,Jan_2022,ABX,,,WD
HF1276,MMF.16S.193_HF1276,1999,RC-ABX,RC,6072207,rec_wk1,57,5,5,4,A1,C3,104476,92614,87113,Jan_2022,ABX,,,RC
HF1279,MMF.16S.193_HF1279,1516,WD-ABX,WD,6072208,rec_wk1,57,5,5,4,A1,C3,54324,51063,50897,Jan_2022,ABX,,,WD
HF1281,MMF.16S.193_HF1281,1507,RC-ABX,RC,6072209,rec_wk1,57,5,5,4,A1,C3,47715,40590,40203,Jan_2022,ABX,,,RC
HF1282,MMF.16S.193_HF1282,1543,RC-ABX,RC,6072209,rec_wk1,57,5,5,4,A1,C3,71556,57975,57927,Jan_2022,ABX,,,RC
HF1284,MMF.16S.193_HF1284,1512,WD-ABX,WD,6072210,rec_wk1,57,5,5,4,A1,C3,28816,26273,26234,Jan_2022,ABX,,,WD
HF1285,MMF.16S.193_HF1285,1504,WD-ABX,WD,6072210,rec_wk1,57,5,5,4,A1,C3,62091,57100,56721,Jan_2022,ABX,,,WD
HF1300,MMF.16S.193_HF1300,1999,RC-ABX,RC,6072207,rec_wk1,59,7,7,4,A1,C3,83025,72869,65818,Jan_2022,ABX,,,RC
HF1303,MMF.16S.193_HF1303,1516,WD-ABX,WD,6072208,rec_wk1,59,7,7,4,A1,C3,103680,94584,91688,Jan_2022,ABX,,,WD
HF1305,MMF.16S.193_HF1305,1507,RC-ABX,RC,6072209,rec_wk1,59,7,7,4,A1,C3,87173,75917,69506,Jan_2022,ABX,,,RC
HF1306,MMF.16S.193_HF1306,1543,RC-ABX,RC,6072209,rec_wk1,59,7,7,4,A1,C3,65748,58447,53622,Jan_2022,ABX,,,RC
HF1308,MMF.16S.193_HF1308,1512,WD-ABX,WD,6072210,rec_wk1,59,7,7,4,A1,C3,81532,73365,72543,Jan_2022,ABX,,,WD
HF1309,MMF.16S.193_HF1309,1504,WD-ABX,WD,6072210,rec_wk1,59,7,7,4,A1,C3,43959,39068,38920,Jan_2022,ABX,,,WD
HF1312,MMF.16S.193_HF1312,1517,WD-PBS,WD,6072211,rec_wk1,59,7,7,4,A1,C3,132506,96246,77124,Jan_2022,PBS,,,WD
HF1315,MMF.16S.193_HF1315,1523,RC-PBS,RC,6072212,rec_wk1,59,7,7,4,A1,C3,47998,35829,31040,Jan_2022,PBS,,,RC
HF1317,MMF.16S.193_HF1317,1530,WD-PBS,WD,6072213,rec_wk1,59,7,7,4,A1,C3,140140,99764,81393,Jan_2022,PBS,,,WD
HF1318,MMF.16S.193_HF1318,1528,WD-PBS,WD,6072213,rec_wk1,59,7,7,4,A1,C3,49022,37772,28689,Jan_2022,PBS,,,WD
HF1320,MMF.16S.193_HF1320,1533,RC-PBS,RC,6072214,rec_wk1,59,7,7,4,A1,C3,62310,48543,38466,Jan_2022,PBS,,,RC
HF1321,MMF.16S.193_HF1321,1534,RC-PBS,RC,6072214,rec_wk1,59,7,7,4,A1,C3,59593,46486,36651,Jan_2022,PBS,,,RC
HF1326,MMF.16S.193_HF1326,1999,RC-ABX,RC,6072207,rec_wk1,60,8,8,4,A1,C3,51125,40245,35325,Jan_2022,ABX,,,RC
HF1329,MMF.16S.193_HF1329,1516,WD-ABX,WD,6072208,rec_wk1,60,8,8,4,A1,C3,60821,54673,54263,Jan_2022,ABX,,,WD
HF1331,MMF.16S.193_HF1331,1507,RC-ABX,RC,6072209,rec_wk1,60,8,8,4,A1,C3,97727,81593,72226,Jan_2022,ABX,,,RC
HF1332,MMF.16S.193_HF1332,1543,RC-ABX,RC,6072209,rec_wk1,60,8,8,4,A1,C3,39574,33701,28729,Jan_2022,ABX,,,RC
HF1335,MMF.16S.193_HF1335,1504,WD-ABX,WD,6072210,rec_wk1,60,8,8,4,A1,C3,80319,70212,69749,Jan_2022,ABX,,,WD
HF157,MMF.16S.133_HF157,5735,RC-ABX,RC,1,rec_wk2,24,11,11,0,A1,C1,12065,10705,8760,June_2021,ABX,,,RC
HF158,MMF.16S.133_HF158,5570,RC-ABX,RC,1,rec_wk2,24,11,11,0,A1,C1,35476,31704,28877,June_2021,ABX,,,RC
HF159,MMF.16S.133_HF159,5571,RC-ABX,RC,1,rec_wk2,24,11,11,0,A1,C1,33329,30046,23312,June_2021,ABX,,,RC
HF160,MMF.16S.133_HF160,5266,RC-ABX,RC,2,rec_wk2,24,11,11,0,A1,C1,174961,156526,149086,June_2021,ABX,,,RC
HF161,MMF.16S.133_HF161,5267,RC-ABX,RC,2,rec_wk2,24,11,11,0,A1,C1,39955,35127,31648,June_2021,ABX,,,RC
HF162,MMF.16S.133_HF162,5734,RC-ABX,RC,2,rec_wk2,24,11,11,0,A1,C1,60213,53686,48798,June_2021,ABX,,,RC
HF163,MMF.16S.133_HF163,5733,WD-ABX,WD,3,rec_wk2,24,11,11,0,A1,C1,13970,12823,11813,June_2021,ABX,,,WD
HF164,MMF.16S.133_HF164,5568,WD-ABX,WD,3,rec_wk2,24,11,11,0,A1,C1,43808,39823,36308,June_2021,ABX,,,WD
HF165,MMF.16S.133_HF165,5569,WD-ABX,WD,3,rec_wk2,24,11,11,0,A1,C1,37664,33869,31802,June_2021,ABX,,,WD
HF166,MMF.16S.133_HF166,5264,WD-ABX,WD,4,rec_wk2,24,11,11,0,A1,C1,26383,24526,23686,June_2021,ABX,,,WD
HF167,MMF.16S.133_HF167,5265,WD-ABX,WD,4,rec_wk2,24,11,11,0,A1,C1,39267,37728,36984,June_2021,ABX,,,WD
HF168,MMF.16S.133_HF168,5732,WD-ABX,WD,4,rec_wk2,24,11,11,0,A1,C1,11398,10405,9904,June_2021,ABX,,,WD
HF169,MMF.16S.133_HF169,5735,RC-ABX,RC,1,rec_wk2,26,13,13,0,A1,C1,40948,35894,32429,June_2021,ABX,,,RC
HF170,MMF.16S.133_HF170,5570,RC-ABX,RC,1,rec_wk2,26,13,13,0,A1,C1,48039,40300,34808,June_2021,ABX,,,RC
HF171,MMF.16S.133_HF171,5571,RC-ABX,RC,1,rec_wk2,26,13,13,0,A1,C1,60700,53405,46206,June_2021,ABX,,,RC
HF172,MMF.16S.133_HF172,5266,RC-ABX,RC,2,rec_wk2,26,13,13,0,A1,C1,25956,23791,19877,June_2021,ABX,,,RC
HF173,MMF.16S.133_HF173,5267,RC-ABX,RC,2,rec_wk2,26,13,13,0,A1,C1,72747,66233,58721,June_2021,ABX,,,RC
HF174,MMF.16S.133_HF174,5734,RC-ABX,RC,2,rec_wk2,26,13,13,0,A1,C1,48870,44148,38413,June_2021,ABX,,,RC
HF175,MMF.16S.133_HF175,5733,WD-ABX,WD,3,rec_wk2,26,13,13,0,A1,C1,18215,17080,15995,June_2021,ABX,,,WD
HF176,MMF.16S.133_HF176,5568,WD-ABX,WD,3,rec_wk2,26,13,13,0,A1,C1,45071,41352,38797,June_2021,ABX,,,WD
HF177,MMF.16S.133_HF177,5569,WD-ABX,WD,3,rec_wk2,26,13,13,0,A1,C1,22788,20387,19085,June_2021,ABX,,,WD
HF178,MMF.16S.133_HF178,5264,WD-ABX,WD,4,rec_wk2,26,13,13,0,A1,C1,19909,18492,17858,June_2021,ABX,,,WD
HF179,MMF.16S.133_HF179,5265,WD-ABX,WD,4,rec_wk2,26,13,13,0,A1,C1,695,651,629,June_2021,ABX,,,WD
HF180,MMF.16S.133_HF180,5732,WD-ABX,WD,4,rec_wk2,26,13,13,0,A1,C1,22013,20509,19708,June_2021,ABX,,,WD
HF181,MMF.16S.133_HF181,5735,RC-ABX,RC,1,rec_wk2,28,15,14,0,A1,C1,15349,13603,11819,June_2021,ABX,,,RC
